direction,layout,addr,floor,url,price,area,visit,style,publish,xiaoqu,lift,year,title,care
 东北 , 2室2厅 ,珠江新城中,中楼层(共32层),https://gz.lianjia.com/ershoufang/GZ0002621596.html,720, 72平米 , 共24次带看 , 简装 , 11个月以前发布,隽峰苑  , 有电梯,2008年建塔楼 ,隽峰苑 方正实用两房 采光通风好,7人关注 
 南 , 3室2厅 ,珠江新城中,高楼层(共32层),https://gz.lianjia.com/ershoufang/GZ0002856818.html,1376.5, 137.65平米 , 共1次带看 , 其他 , 10个月以前发布,隽峰苑  , 有电梯,2008年建塔楼 ,隽峰苑 南向大三房 安静住家 新净景观好,7人关注 
 南 , 4室2厅 ,珠江新城中,中楼层(共32层),https://gz.lianjia.com/ershoufang/GZ0002888583.html,1896, 237平米 , 共2次带看 , 其他 , 11个月以前发布,隽峰苑  , 有电梯,2008年建塔楼 ,隽峰苑 精装五房 望珠江公园,8人关注 
 南 北 , 4室2厅 ,珠江新城中,高楼层(共32层),https://gz.lianjia.com/ershoufang/GZ0003422710.html,1700, 167平米 , 共0次带看 , 简装 , 2个月以前发布,隽峰苑  , 有电梯,2008年建塔楼 ,隽峰苑 装四房 采光佳 景观好,1人关注 
 南 , 4室2厅 ,珠江新城中,低楼层(共32层),https://gz.lianjia.com/ershoufang/GZ0003577807.html,1400, 182平米 , 共0次带看 , 简装 , 一年前发布,隽峰苑  , 有电梯,2008年建塔楼 ,隽峰苑 南向四房 近地铁,3人关注 
 南 北 , 3室2厅 ,珠江新城中,高楼层(共32层),https://gz.lianjia.com/ershoufang/GZ0003342062.html,1830, 183平米 , 共0次带看 , 其他 , 5个月以前发布,隽峰苑  , 有电梯,2008年建塔楼 ,隽峰苑 南北对流大三房 保养好,1人关注 
 北 , 1室2厅 ,珠江新城中,中楼层(共32层),https://gz.lianjia.com/ershoufang/GZ0003192108.html,640, 72.74平米 , 共12次带看 , 其他 , 5个月以前发布,隽峰苑  , 有电梯,2008年建塔楼 ,隽峰苑电梯 高层漂亮一房两厅 户型方正,14人关注 
 南 北 , 3室2厅 ,珠江新城中,中楼层(共32层),https://gz.lianjia.com/ershoufang/GZ0002595773.html,1280, 137平米 , 共14次带看 , 精装 , 一年前发布,隽峰苑  , 有电梯,2008年建塔楼 ,隽峰苑，南北对流三房,20人关注 
 北 , 2室2厅 ,珠江新城中,高楼层(共32层),https://gz.lianjia.com/ershoufang/GZ0003043065.html,650, 63.39平米 , 共7次带看 , 精装 , 7个月以前发布,隽峰苑  , 有电梯,2008年建塔楼 ,舒适小两房 精装修 通透采光好 隽峰苑,20人关注 
 南 , 3室1厅 ,珠江新城中,低楼层(共32层),https://gz.lianjia.com/ershoufang/GZ0003400336.html,865, 88平米 , 共1次带看 , 其他 , 4个月以前发布,隽峰苑  , 有电梯,2008年建塔楼 ,隽峰苑 小三房,13人关注 
 北 , 2室1厅 ,珠江新城中,低楼层(共32层),https://gz.lianjia.com/ershoufang/GZ0003316071.html,611, 63.82平米 , 共0次带看 , 精装 , 3个月以前发布,隽峰苑  , 有电梯,2008年建塔楼 ,实用两房 户型方正实用 装修保养好,7人关注 
 南 , 3室2厅 ,珠江新城中,高楼层(共32层),https://gz.lianjia.com/ershoufang/GZ0003338332.html,890, 88.77平米 , 共0次带看 , 毛坯 , 3个月以前发布,隽峰苑  , 有电梯,2008年建塔楼 ,南向小三房 精装修 采光通风 高层望江景,13人关注 
 北 , 2室2厅 ,珠江新城中,中楼层(共32层),https://gz.lianjia.com/ershoufang/GZ0003315409.html,600, 61.82平米 , 共0次带看 , 精装 , 3个月以前发布,隽峰苑  , 有电梯,2008年建塔楼 ,隽峰苑 精致小两房 舒适采光 带阳台,1人关注 
 西北 , 3室2厅 ,天河北,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003138552.html,680, 123平米 , 共23次带看 , 简装 , 5个月以前发布,东方之珠花园  , 有电梯,2004年建塔楼 ,华师地铁 东方之珠大三房 配套成熟,22人关注 
 西南 , 3室2厅 ,天河北,低楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003923272.html,700, 115平米 , 共6次带看 , 简装 , 19天以前发布,东方之珠花园  , 有电梯,2004年建塔楼 ,东方之珠花园 电梯3房,2人关注 
 西南 , 2室2厅 ,天河北,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003792599.html,598, 92平米 , 共0次带看 , 其他 , 3个月以前发布,东方之珠花园  , 有电梯,2004年建塔楼 ,西南向两房 通风采光好,11人关注 
 南 , 3室2厅 ,天河北,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003461776.html,600, 91平米 , 共6次带看 , 其他 , 2个月以前发布,东方之珠花园  , 有电梯,2004年建塔楼 ,东方之珠 户型好 精装修 南向 安静,24人关注 
 东北 , 1室1厅 ,天河北,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0002742672.html,320, 52平米 , 共16次带看 , 其他 , 一年前发布,东方之珠花园  , 有电梯,2004年建塔楼 ,东方之珠 一房一厅 装修保养好,23人关注 
 北 , 2室1厅 ,天河北,低楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003558614.html,614, 99平米 , 共10次带看 , 其他 , 1个月以前发布,东方之珠花园  , 有电梯,2004年建塔楼 ,天河北路 东方之珠花园 实用两房 户型好,9人关注 
 东南 , 2室2厅 ,天河北,低楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003613318.html,538, 98.98平米 , 共7次带看 , 其他 , 1个月以前发布,东方之珠花园  , 有电梯,2004年建塔楼 ,东方之珠花园 东南向 宽敞舒适 可改3房,18人关注 
 东北 , 4室2厅 ,天河北,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003798789.html,730, 130.08平米 , 共4次带看 , 简装 , 5个月以前发布,东方之珠花园  , 有电梯,2004年建塔楼 ,东方之珠花园 宽敞明亮 实用大四房,6人关注 
 北 , 1室1厅 ,天河北,低楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003558585.html,338, 52平米 , 共10次带看 , 其他 , 1个月以前发布,东方之珠花园  , 有电梯,2004年建塔楼 ,东方之珠花园 实用一房 采光通风好,7人关注 
 东北 , 2室2厅 ,天河北,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0002595632.html,600, 104平米 , 共9次带看 , 简装 , 一年前发布,东方之珠花园  , 有电梯,2004年建塔楼 ,东方之珠 可改三房 两房两厅,23人关注 
 西北 , 2室2厅 ,天河北,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003079792.html,555, 98.98平米 , 共4次带看 , 其他 , 7个月以前发布,东方之珠花园  , 有电梯,2004年建塔楼 ,东方之珠 使用两房 业主诚售,26人关注 
 西北 , 2室2厅 ,天河北,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003319631.html,500, 91平米 , 共4次带看 , 简装 , 3个月以前发布,东方之珠花园  , 有电梯,2004年建塔楼 ,东方之珠 两房两厅 装修保养好,17人关注 
 西 , 1室1厅 ,天河公园,中楼层(共19层),https://gz.lianjia.com/ershoufang/GZ0003315453.html,160, 32平米 , 共5次带看 , 简装 , 6个月以前发布,环宇花园文景阁  , 有电梯,2000年建塔楼 ,文景阁 舒适1房 通风采光好,36人关注 
 南 , 1室1厅 ,天河公园,中楼层(共19层),https://gz.lianjia.com/ershoufang/GZ0003581128.html,142, 28.43平米 , 共3次带看 , 毛坯 , 一年前发布,环宇花园文景阁  , 有电梯,2000年建塔楼 ,环宇花园 文景阁 精致一房,11人关注 
 南 , 2室1厅 ,天河公园,高楼层(共9层),https://gz.lianjia.com/ershoufang/GZ0002843702.html,318, 64平米 , 共14次带看 , 简装 , 10个月以前发布,环宇花园文景阁  , 无电梯,2000年建塔楼 ,南向两房 户型方正 通风采光好 保养好,13人关注 
 南 , 1室0厅 ,天河公园,高楼层(共19层),https://gz.lianjia.com/ershoufang/GZ0003095734.html,152, 32.71平米 , 共3次带看 , 精装 , 6个月以前发布,环宇花园文景阁  , 有电梯,2000年建塔楼 ,文景阁 南向一房 采光通风好,20人关注 
 北 , 1室1厅 ,天河公园,中楼层(共9层),https://gz.lianjia.com/ershoufang/GZ0003482888.html,180, 35平米 , 共2次带看 , 简装 , 3个月以前发布,环宇花园文景阁  , 无电梯,2000年建塔楼 ,文景阁 温馨一房 装修保养好,5人关注 
 北 , 2室2厅 ,天河公园,低楼层(共9层),https://gz.lianjia.com/ershoufang/GZ0003030677.html,350, 75平米 , 共0次带看 , 其他 , 9个月以前发布,环宇花园文景阁  , 无电梯,2000年建塔楼 ,环宇花园 方正两房 通风采光好,5人关注 
 南 , 1室0厅 ,天河公园,中楼层(共9层),https://gz.lianjia.com/ershoufang/GZ0003813245.html,145, 29.7平米 , 共1次带看 , 其他 , 2个月以前发布,环宇花园文景阁  , 无电梯,2000年建塔楼 ,文景阁 方正一房 住家装修,5人关注 
 南 , 1室0厅 ,天河公园,中楼层(共19层),https://gz.lianjia.com/ershoufang/GZ0003854623.html,180, 33平米 , 共0次带看 , 简装 , 11天以前发布,环宇花园文景阁  , 有电梯,2000年建塔楼 ,文景阁 南向一房 采光通风好,5人关注 
 北 , 1室0厅 ,天河公园,高楼层(共19层),https://gz.lianjia.com/ershoufang/GZ0003431421.html,75, 12.5平米 , 共1次带看 , 简装 , 2个月以前发布,环宇花园文景阁  , 有电梯,2000年建塔楼 ,文景阁 实用大单间 交通方便 通风采光好,29人关注 
 南 , 1室0厅 ,天河公园,中楼层(共19层),https://gz.lianjia.com/ershoufang/GZ0003643493.html,138, 28平米 , 共0次带看 , 简装 , 1个月以前发布,环宇花园文景阁  , 有电梯,2000年建塔楼 ,文景阁 南向1房 通风采光好,22人关注 
 南 , 1室1厅 ,天河公园,高楼层(共19层),https://gz.lianjia.com/ershoufang/GZ0003854887.html,128, 24平米 , 共0次带看 , 简装 , 10天以前发布,环宇花园文景阁  , 有电梯,2000年建塔楼 ,文景阁 安静南向1房 通风采光好,8人关注 
 东北 , 1室1厅 ,天河公园,中楼层(共9层),https://gz.lianjia.com/ershoufang/GZ0003915543.html,150, 35.6平米 , 共0次带看 , 简装 , 30天以前发布,环宇花园文景阁  , 无电梯,2000年建塔楼 ,文景阁 楼梯楼 一房一厅,1人关注 
 东南 , 3室2厅 ,珠江新城西,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0002727505.html,896, 128平米 , 共100次带看 , 简装 , 一年前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 四房两厅 证满两年,57人关注 
 东南 , 4室1厅 ,珠江新城西,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0002727504.html,1269.6, 184平米 , 共92次带看 , 简装 , 一年前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 四房两厅 高层南向,7人关注 
 南 , 6室2厅 ,珠江新城西,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0002326194.html,2597, 371平米 , 共5次带看 , 精装 , 一年前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 南向望江大宅，安静舒适，温馨实用,32人关注 
 南 北 , 3室2厅 ,珠江新城西,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003037579.html,1100, 129平米 , 共3次带看 , 精装 , 7个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾对流望江三房 新装修 新家电附赠,42人关注 
 西南 , 4室2厅 ,珠江新城西,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003583373.html,1380, 198.71平米 , 共1次带看 , 简装 , 10个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 花园小区 户型方正,8人关注 
 东北 , 3室2厅 ,珠江新城西,低楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003227141.html,900, 129平米 , 共94次带看 , 精装 , 6个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 精装三房 户型方正实用,10人关注 
 西北 , 1室1厅 ,珠江新城西,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0002727506.html,480, 60平米 , 共83次带看 , 其他 , 一年前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 一房一厅 落地玻璃窗 采光明亮,34人关注 
 南 , 3室2厅 ,珠江新城西,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003243316.html,1220, 177.16平米 , 共20次带看 , 其他 , 4个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 南向望江单位 欧式住家装修,29人关注 
 北 , 3室2厅 ,珠江新城西,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003321815.html,980, 129平米 , 共62次带看 , 精装 , 5个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 精装三房 户型方正实用,4人关注 
 南 北 , 3室2厅 ,珠江新城西,低楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0002402874.html,1070.7, 128.59平米 , 共56次带看 , 简装 , 一年前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 望江 精装修,53人关注 
 东南 , 4室2厅 ,珠江新城西,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0002736059.html,1427.1, 201平米 , 共43次带看 , 精装 , 10个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 花园小区 东南向看江户型,39人关注 
 东南 , 3室2厅 ,珠江新城西,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0002736061.html,1313.5, 185平米 , 共45次带看 , 其他 , 10个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 花园小区 东南向看江户型,36人关注 
 东南 , 5室2厅 ,珠江新城西,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0002817640.html,1829.4, 243.91平米 , 共19次带看 , 其他 , 9个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 两套打通,3人关注 
 东北 , 4室2厅 ,珠江新城西,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0002817651.html,1350, 198.71平米 , 共23次带看 , 其他 , 9个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 望江单位,3人关注 
 南 , 3室2厅 ,珠江新城西,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003010808.html,1400, 198.71平米 , 共4次带看 , 简装 , 8个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 办公装修 带省一级**,6人关注 
 西南 , 4室2厅 ,珠江新城西,中楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003934923.html,1280, 198.71平米 , 共0次带看 , 简装 , 3个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 西南向 望江单位 视野开阔,2人关注 
 东南 , 4室1厅 ,珠江新城西,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003628163.html,1288, 184.19平米 , 共3次带看 , 其他 , 1个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 方正一房 装修保养,3人关注 
 南 , 4室2厅 ,珠江新城西,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003328557.html,1500, 177.11平米 , 共1次带看 , 其他 , 5个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 南向望江单位 方正大三房,3人关注 
 东南 , 3室2厅 ,珠江新城西,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003628100.html,896, 128.7平米 , 共4次带看 , 其他 , 1个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 方正三房 装修保养,7人关注 
 西 , 2室1厅 ,珠江新城西,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003628135.html,420, 59.71平米 , 共2次带看 , 其他 , 1个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 方正一房 装修保养,9人关注 
 东南 , 3室2厅 ,珠江新城西,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003328553.html,965, 128.67平米 , 共6次带看 , 其他, 5个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,碧海湾 方正三房 装修保养好,12人关注 
 南 , 5室2厅 ,珠江新城西,高楼层(共28层),https://gz.lianjia.com/ershoufang/GZ0003328567.html,1600, 193.01平米 , 共1次带看 , 其他 , 5个月以前发布,碧海湾  , 有电梯,2003年建塔楼 ,户型方正 南向大五房 安静舒适，温馨实用,6人关注 
 南 , 3室2厅 ,珠江新城中,低楼层(共46层),https://gz.lianjia.com/ershoufang/GZ0002235949.html,1180, 132.5平米 , 共417次带看 , 精装 , 一年前发布,方圆月岛  , 有电梯,2009年建塔楼 ,南向 三房 全新装修 即买即住,292人关注 
 东 , 6室2厅 ,珠江新城中,低楼层(共46层),https://gz.lianjia.com/ershoufang/GZ0002935421.html,2800, 354平米 , 共16次带看 , 精装 , 8个月以前发布,方圆月岛  , 有电梯,2009年建塔楼 ,方圆月岛 标准双层6+1房带车位 非中空,42人关注 
 南 , 3室2厅 ,珠江新城中,中楼层(共46层),https://gz.lianjia.com/ershoufang/GZ0003095531.html,1250, 132.1平米 , 共38次带看 , 精装 , 6个月以前发布,方圆月岛  , 有电梯,2009年建塔楼 ,方圆月岛 高层南向三房,18人关注 
 南 , 3室2厅 ,珠江新城中,中楼层(共46层),https://gz.lianjia.com/ershoufang/GZ0003043174.html,1318, 132平米 , 共51次带看 , 精装 , 10个月以前发布,方圆月岛  , 有电梯,2009年建塔楼 ,方圆月岛 三房两厅 居家实用型,21人关注 
 北 , 1室1厅 ,珠江新城中,高楼层(共26层),https://gz.lianjia.com/ershoufang/GZ0003613121.html,500, 58.75平米 , 共27次带看 , 其他 , 4个月以前发布,方圆月岛  , 有电梯,2009年建塔楼 ,高层复式一房 住家舒适 挑空客厅,26人关注 
 东 , 4室2厅 ,珠江新城中,高楼层(共46层),https://gz.lianjia.com/ershoufang/GZ0003066053.html,2200, 265平米 , 共11次带看 , 精装 , 一年前发布,方圆月岛  , 有电梯,2009年建塔楼 ,方圆月岛 经典四房 产权清晰 采光好,28人关注 
 南 , 1室1厅 ,珠江新城中,低楼层(共26层),https://gz.lianjia.com/ershoufang/GZ0003524890.html,510, 58平米 , 共4次带看 , 简装 , 1个月以前发布,方圆月岛  , 有电梯,2009年建塔楼 ,南向一房 精装修 挑空客厅 住家舒适,22人关注 
 南 , 1室1厅 ,珠江新城中,高楼层(共26层),https://gz.lianjia.com/ershoufang/GZ0003172602.html,700, 70.62平米 , 共3次带看 , 精装 , 5个月以前发布,方圆月岛  , 有电梯,2009年建塔楼 ,南向大一房 精装修 挑空客厅 住家舒适,19人关注 
 东北 , 1室1厅 ,珠江新城中,高楼层(共26层),https://gz.lianjia.com/ershoufang/GZ0003280695.html,620, 73平米 , 共0次带看 , 简装 , 3个月以前发布,方圆月岛  , 有电梯,2009年建塔楼 ,方圆月岛 高层复式 户型方正 视野开阔,8人关注 
 北 , 1室1厅 ,珠江新城中,低楼层(共26层),https://gz.lianjia.com/ershoufang/GZ0003326201.html,500, 59平米 , 共1次带看 , 精装 , 3个月以前发布,方圆月岛  , 有电梯,2009年建塔楼 ,珠江新城方圆月岛小区 复式单位,5人关注 
 西 , 1室1厅 ,珠江新城中,中楼层(共26层),https://gz.lianjia.com/ershoufang/GZ0003260246.html,650, 66平米 , 共0次带看 , 精装 , 4个月以前发布,方圆月岛  , 有电梯,2009年建塔楼 ,住家舒适  采光好 视野开阔,2人关注 
 南 , 4室2厅 ,珠江新城中,高楼层(共46层),https://gz.lianjia.com/ershoufang/GZ0003244135.html,2394, 266平米 , 共0次带看 , 其他 , 5个月以前发布,方圆月岛  , 有电梯,2009年建塔楼 ,方圆月岛 经典四房 产权清晰 采光好,1人关注 
 北 , 2室2厅 ,龙口西,中楼层(共10层),https://gz.lianjia.com/ershoufang/GZ0003761146.html,465, 72平米 , 共27次带看 , 简装 , 27天以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 电梯中层 实用北向两房,16人关注 
 南 北 , 3室2厅 ,龙口西,中楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003497551.html,650, 104.85平米 , 共16次带看 , 简装 , 2个月以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 实用舒适三房 中高楼层，采光好,37人关注 
 南 , 3室2厅 ,龙口西,高楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003586056.html,710, 104.85平米 , 共32次带看 , 其他 , 1个月以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 实用舒适三房 中高楼层，采光好,28人关注 
 南 北 , 3室1厅 ,龙口西,中楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0002928852.html,650, 104.85平米 , 共11次带看 , 其他 , 8个月以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 实用大三房 南北对流安静望花园,30人关注 
 北 , 4室1厅 ,龙口西,中楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003319780.html,630, 104.85平米 , 共5次带看 , 简装 , 3个月以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 实用舒适三房 中高楼层，采光好,10人关注 
 南 , 2室2厅 ,龙口西,低楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003333420.html,500, 74平米 , 共78次带看 , 简装 , 3个月以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 南向精装修两房 户型方正,37人关注 
 北 , 3室2厅 ,龙口西,中楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003022699.html,640, 104平米 , 共91次带看 , 其他 , 7个月以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 实用舒适三房 配套完善,28人关注 
 南 北 , 3室2厅 ,龙口西,高楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003881176.html,650, 104.85平米 , 共1次带看 , 简装 , 8天以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 实用舒适三房 中高楼层，采光好,11人关注 
 北 , 2室2厅 ,龙口西,低楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0002959600.html,450, 74平米 , 共6次带看 , 其他 , 7个月以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 大型小区花园 精装修两房,19人关注 
 北 , 2室1厅 ,龙口西,中楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003621383.html,450, 74平米 , 共2次带看 , 简装 , 1个月以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 两房 交通便利,7人关注 
 北 , 2室2厅 ,龙口西,低楼层(共10层),https://gz.lianjia.com/ershoufang/GZ0003335084.html,480, 65平米 , 共4次带看 , 其他 , 3个月以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 电梯低层 实用北向两房,5人关注 
 北 , 2室2厅 ,龙口西,中楼层(共10层),https://gz.lianjia.com/ershoufang/GZ0003653329.html,480, 65平米 , 共0次带看 , 其他 , 1个月以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 电梯低层 实用北向两房,2人关注 
 北 , 2室1厅 ,龙口西,高楼层(共10层),https://gz.lianjia.com/ershoufang/GZ0002583086.html,462, 65平米 , 共21次带看 , 其他 , 一年前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 实用两房 花园小区,13人关注 
 北 , 2室2厅 ,龙口西,低楼层(共10层),https://gz.lianjia.com/ershoufang/GZ0003938786.html,510, 72平米 , 共0次带看 , 简装 , 1天以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 电梯中层 实用北向两房,1人关注 
 北 , 3室2厅 ,龙口西,低楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003370810.html,660, 104.85平米 , 共0次带看 , 精装 , 3个月以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 实用舒适 楼层好 采光好,5人关注 
 北 , 3室2厅 ,龙口西,高楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003000969.html,630, 104平米 , 共0次带看 , 简装 , 2个月以前发布,金海花园  , 有电梯,2002年建塔楼 ,金海花园 电梯三房 装修保养好,18人关注 
 西南 , 2室2厅 ,珠江新城西,低楼层(共33层),https://gz.lianjia.com/ershoufang/GZ0002913269.html,792, 88平米 , 共82次带看 , 简装 , 一年前发布,珠江都荟华庭  , 有电梯,2006年建塔楼 ,珠江都荟 精装两房 通风采光好 小区管理,24人关注 
 西 , 2室2厅 ,珠江新城西,低楼层(共33层),https://gz.lianjia.com/ershoufang/GZ0003186167.html,660, 78平米 , 共121次带看 , 精装 , 5个月以前发布,珠江都荟华庭  , 有电梯,2006年建塔楼 ,珠江都荟 温馨两房 园林小区,29人关注 
 南 北 , 3室2厅 ,珠江新城西,高楼层(共33层),https://gz.lianjia.com/ershoufang/GZ0003389565.html,1350, 128.33平米 , 共1次带看 , 精装 , 2个月以前发布,珠江都荟华庭  , 有电梯,2006年建塔楼 ,珠江都荟 南北向三房 采光良好,18人关注 
 西 , 2室1厅 ,珠江新城西,高楼层(共33层),https://gz.lianjia.com/ershoufang/GZ0003206411.html,690, 77.57平米 , 共95次带看 , 精装 , 10个月以前发布,珠江都荟华庭  , 有电梯,2006年建塔楼 ,珠江都荟 高档2房 园林小区,14人关注 
 南 , 2室1厅 ,珠江新城西,中楼层(共33层),https://gz.lianjia.com/ershoufang/GZ0003194974.html,815, 87.81平米 , 共39次带看 , 精装 , 5个月以前发布,珠江都荟华庭  , 有电梯,2006年建塔楼 ,珠江都荟 南向两房 采光通透,23人关注 
 南 北 , 3室2厅 ,珠江新城西,低楼层(共33层),https://gz.lianjia.com/ershoufang/GZ0003027669.html,1225, 129平米 , 共16次带看 , 其他 , 7个月以前发布,珠江都荟华庭  , 有电梯,2006年建塔楼 ,珠江都荟 南北向三房 采光良好,35人关注 
 北 , 2室2厅 ,珠江新城西,中楼层(共33层),https://gz.lianjia.com/ershoufang/GZ0003194903.html,820, 92平米 , 共8次带看 , 精装 , 5个月以前发布,珠江都荟华庭  , 有电梯,2006年建塔楼 ,珠江都荟 方正2房 园林小区,4人关注 
 北 , 2室1厅 ,珠江新城西,中楼层(共33层),https://gz.lianjia.com/ershoufang/GZ0003759268.html,800, 87平米 , 共0次带看 , 其他 , 27天以前发布,珠江都荟华庭  , 有电梯,2006年建塔楼 ,珠江都荟 精装修两房 配套成熟,0人关注 
 北 , 2室2厅 ,珠江新城西,低楼层(共33层),https://gz.lianjia.com/ershoufang/GZ0003656726.html,730, 87.26平米 , 共3次带看 , 其他 , 6个月以前发布,珠江都荟华庭  , 有电梯,2006年建塔楼 ,珠江都荟 精装两房 配套成熟,4人关注 
 东 西 , 2室1厅 ,珠江新城西,高楼层(共33层),https://gz.lianjia.com/ershoufang/GZ0003279210.html,850, 86.93平米 , 共0次带看 , 精装 , 一年前发布,珠江都荟华庭  , 有电梯,2006年建塔楼 ,珠江都荟 温馨两房 东西对流,6人关注 
 北 , 2室1厅 ,珠江新城西,中楼层(共33层),https://gz.lianjia.com/ershoufang/GZ0003614330.html,838, 91.88平米 , 共0次带看 , 简装 , 1个月以前发布,珠江都荟华庭  , 有电梯,2006年建塔楼 ,珠江都荟华庭 北向方正两房,1人关注 
 南 , 4室2厅 ,珠江新城西,低楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0002648939.html,1728.2, 192.02平米 , 共10次带看 , 其他 , 11个月以前发布,嘉裕君玥公馆  , 有电梯,2009年建塔楼 ,嘉裕君玥公馆 保养干净 安静舒适,11人关注 
 东南 , 5室2厅 ,珠江新城西,高楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0002642639.html,2332.4, 291.54平米 , 共0次带看 , 精装 , 一年前发布,嘉裕君玥公馆  , 有电梯,2009年建塔楼 ,嘉裕君玥公馆 东南向看小区花园,11人关注 
 东北 , 3室2厅 ,珠江新城西,高楼层(共30层),https://gz.lianjia.com/ershoufang/GZ0003461638.html,1236.9, 133平米 , 共2次带看 , 精装 , 2个月以前发布,嘉裕君玥公馆  , 有电梯,2009年建塔楼 ,嘉裕君玥公馆 实用三房 园林社区,7人关注 
