direction,layout,addr,floor,url,price,area,visit,style,xiaoqu,year,title
南,3室2厅,天河华景新城,低楼层/共35层,https://gz.lianjia.com/ershoufang/GZ0003378972.html,580,92.18平米,0,其他,华景新城陶然庭园,2007年建/塔楼,华景陶然庭园 南向三房 通透明亮 楼层好
东北,3室2厅,天河华景新城,低楼层/共28层,https://gz.lianjia.com/ershoufang/GZ0003584576.html,530,90.93平米,0,其他,华景新城信华花园,2012年建/塔楼,信华花园 安静三房 户型方正
西北,3室2厅,天河华景新城,中楼层/共30层,https://gz.lianjia.com/ershoufang/GZ0003324616.html,550,90.48平米,0,其他,华景新城信华花园,2012年建/塔楼,华景新城 安静三房 温馨采光
南,3室2厅,天河华景新城,中楼层/共36层,https://gz.lianjia.com/ershoufang/GZ0003758467.html,608,97平米,0,简装,华景新城芳满庭园,2005年建/塔楼,芳满庭园 南向三房 中层视野好
南,3室2厅,天河华景新城,低楼层/共36层,https://gz.lianjia.com/ershoufang/GZ0003797234.html,650,110.97平米,0,精装,华景新城芳满庭园,2005年建/塔楼,芳满庭园 南向三房 光线视野好
北,4室2厅,天河华景新城,高楼层/共36层,https://gz.lianjia.com/ershoufang/GZ0003525038.html,750,133.46平米,0,精装,华景新城翠安侬苑,2002年建/塔楼,华景新城 翠安侬苑 格局方正 安静四房
西北,3室1厅,天河华景新城,中楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003760696.html,400,86平米,0,其他,华景新城怡翠居,1996年建/塔楼,华景新城四期 精装三房
东,2室2厅,天河华景新城,中楼层/共28层,https://gz.lianjia.com/ershoufang/GZ0003289862.html,351,78平米,0,其他,加拿大花园,1995年建/塔楼,加拿大花园 交通便利，安静2房
南,4室2厅,天河华景新城,高楼层/共36层,https://gz.lianjia.com/ershoufang/GZ0003245601.html,740,124.53平米,0,精装,华景新城芳满庭园,2005年建/塔楼,华景新城 芳满庭园 南向四房 随时看房
南,2室1厅,天河东站,中楼层/共31层,https://gz.lianjia.com/ershoufang/GZ0003325020.html,280,102.99平米,0,简装,威立大厦,未知年建/塔楼,威立大厦 两房一厅 精装修出售
东,2室2厅,天河东莞庄,低楼层/共26层,https://gz.lianjia.com/ershoufang/GZ0003812693.html,290,71平米,0,其他,嘉逸花园,2005年建/塔楼,嘉逸花园 二房一厅
东 西,3室2厅,天河东莞庄,低楼层/共16层,https://gz.lianjia.com/ershoufang/GZ0003081922.html,480,91.82平米,0,精装,广东工业大学五山教师村,2001年建/塔楼,五山教师村 东向大3房 送15平大平台
西南,3室2厅,天河东莞庄,中楼层/共34层,https://gz.lianjia.com/ershoufang/GZ0003825964.html,850,113平米,0,平层/其他,九洲海誉居,未知年建/塔楼,天河北 九州海誉 西南向三房 精装修
东,3室1厅,天河东莞庄,高楼层/共6层,https://gz.lianjia.com/ershoufang/GZ0003824788.html,560,110平米,0,其他,天一新村,2008年建/塔楼,天一新村 三房 氛围安静
南 北,2室2厅,天河东莞庄,低楼层/共5层,https://gz.lianjia.com/ershoufang/GZ0003327664.html,280,54.7平米,0,精装,电子五所宿舍,1998年建/板楼,东莞庄路 电子五所小区 环境安静
南,4室2厅,天河东莞庄,低楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0003752852.html,980,143平米,0,精装,富力院士庭,2007年建/塔楼,富力院士庭 精装四房 南向 带入户花园
东南,2室2厅,天河东莞庄,中楼层/共10层,https://gz.lianjia.com/ershoufang/GZ0003173468.html,300,65.38平米,0,其他,嘉逸花园,1995年建/塔楼,东莞庄 嘉逸花园 东南向中层两房 视野好
西,2室2厅,天河东莞庄,低楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003574897.html,290,84平米,0,简装,绿佳花园,1998年建/塔楼,绿佳花园 大两房 采光好
东,2室1厅,天河东莞庄,高楼层/共13层,https://gz.lianjia.com/ershoufang/GZ0003848770.html,280,67.02平米,0,其他,绿佳花园,1998年建/塔楼,绿佳花园 电梯两房 住家装修
南,3室2厅,天河东莞庄,中楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0002745150.html,300,85.82平米,0,简装,高胜花园,2000年建/塔楼,南向三房 实用舒适单位 配套完善
东,2室2厅,天河东莞庄,中楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003343983.html,280,78.6平米,0,其他,福龙苑,1990年建/塔楼,福龙苑 温馨两房 户型方正
南 北,4室2厅,天河东莞庄,低楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0003326237.html,850,137平米,0,其他,富力院士庭,2007年建/塔楼,富力院士庭 南向四房 宽敞舒适
西,3室2厅,天河东莞庄,低楼层/共16层,https://gz.lianjia.com/ershoufang/GZ0003229669.html,450,84.1平米,0,精装,广东工业大学五山教师村,2001年建/塔楼,广东工业大学教师村 三房 新装修
南 北,3室1厅,天河东莞庄,高楼层/共6层,https://gz.lianjia.com/ershoufang/GZ0003155330.html,390,83.54平米,0,其他,电子五所宿舍,1998年建/板楼,东莞庄路 电子五所小区 环境安静
南 北,3室1厅,天河东莞庄,高楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003844040.html,295,91平米,0,其他,金坤花园,1998年建/塔楼,粤垦路 金坤花园 舒适三房
南,3室2厅,天河东莞庄,中楼层/共5层,https://gz.lianjia.com/ershoufang/GZ0003131424.html,345,86.26平米,0,其他,广东外语职业艺术学院五山校区,2000年建/板楼,广东外语艺术学院 三房 通风采光好
东,3室2厅,天河东莞庄,低楼层/共25层,https://gz.lianjia.com/ershoufang/GZ0003232987.html,435,86平米,0,其他,春晖苑,2000年建/塔楼,春晖苑 户型方正 电梯三房
南,3室2厅,天河东莞庄,低楼层/共16层,https://gz.lianjia.com/ershoufang/GZ0002606390.html,508,93.13平米,0,简装,广东工业大学五山教师村,2001年建/塔楼,东莞庄 广工教师村 南向三房 小区安静
东,2室2厅,天河东莞庄,中楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003838255.html,310,83平米,0,精装,绿佳花园,1998年建/塔楼,绿佳花园 电梯两房 厅出阳台 东向精装修
南,2室1厅,天河东莞庄,低楼层/共24层,https://gz.lianjia.com/ershoufang/GZ0003262762.html,380,79.42平米,0,其他,富力院士庭,2008年建/塔楼,富力院士庭 电梯二房 正规两房一厅
东北,2室2厅,天河东莞庄,低楼层/共24层,https://gz.lianjia.com/ershoufang/GZ0003149762.html,350,79.42平米,0,简装,富力院士庭,2008年建/塔楼,富力院士庭 正规两房一厅
南,2室1厅,天河东莞庄,低楼层/共16层,https://gz.lianjia.com/ershoufang/GZ0003305262.html,382,79.47平米,0,精装,广东工业大学五山教师村,2001年建/塔楼,广东工业大学五山教师村 电梯两房 南向
南,3室2厅,天河东莞庄,低楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003303794.html,360,97平米,0,简装,绿佳花园,1998年建/塔楼,绿佳花园 电梯3房 望花园
北,3室2厅,天河东莞庄,高楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003516881.html,650,92.08平米,0,精装,华南理工大学宿舍紫荆苑,2003年建/塔楼,紫荆苑 电梯精装三房 学院环境安静优美
南,6室2厅,天河东莞庄,高楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003284617.html,999,214.42平米,0,其他,天一新村,2008年建/塔楼,东莞庄路 天一新村 电梯楼复式6房
南,2室2厅,天河东莞庄,中楼层/共12层,https://gz.lianjia.com/ershoufang/GZ0003778380.html,359,74平米,0,简装,绿佳花园,1998年建/塔楼,绿佳花园三期 电梯两房 厅出阳台 正南向
南 北,2室2厅,天河东莞庄,高楼层/共7层,https://gz.lianjia.com/ershoufang/GZ0003405349.html,256,61平米,0,其他,半导体研究院宿舍,1988年建/板楼,半导体研究宿舍 环境舒适安静 方正2房
西,3室2厅,天河东莞庄,高楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003305524.html,340,96平米,0,其他,春晖苑,1997年建/塔楼,粤垦路 春晖苑 三房两厅 视野开阔
南 北,2室2厅,天河东莞庄,高楼层/共8层,https://gz.lianjia.com/ershoufang/GZ0003622913.html,290,76.36平米,0,其他,农工商学院,1996年建/塔楼,农工商 南北对流二房 精致装修
南,4室2厅,天河东莞庄,低楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0003824249.html,855,137平米,0,精装,富力院士庭,2007年建/塔楼,富力院士庭 精装四房 南向 望花园
南,1室1厅,天河东站,低楼层/共30层,https://gz.lianjia.com/ershoufang/GZ0003598412.html,400,100平米,0,其他,保利中汇广场,2012年建/塔楼,南向 通风透气望园景
南,1室0厅,天河东站,中楼层/共30层,https://gz.lianjia.com/ershoufang/GZ0003514504.html,222.1,58.45平米,0,其他,保利中汇广场,2012年建/塔楼,保利中汇广场 采光保养好 交通便利
南,1室0厅,天河东站,中楼层/共30层,https://gz.lianjia.com/ershoufang/GZ0003086427.html,220,56.24平米,0,其他,保利中汇广场,2012年建/塔楼,广州东站 保利中汇广场 采光保养好
北,1室1厅,天河东站,中楼层/共31层,https://gz.lianjia.com/ershoufang/GZ0003884351.html,234,78平米,0,其他,威立大厦,未知年建/塔楼,威立大厦 实用1房 采光好
西,2室1厅,天河东站,中楼层/共27层,https://gz.lianjia.com/ershoufang/GZ0003741995.html,360,73平米,0,简装,翠雅苑,2003年建/塔楼,翠雅苑 实用方正两房
南,1室1厅,天河东站,中楼层/共31层,https://gz.lianjia.com/ershoufang/GZ0003834780.html,148,55.67平米,0,简装,威立大厦,未知年建/塔楼,威立大厦 一房 精装修出售
南,1室0厅,天河东站,低楼层/共30层,https://gz.lianjia.com/ershoufang/GZ0003459244.html,220,62平米,0,其他,保利中汇广场,2012年建/塔楼,保利中汇广场 新装修 温馨单间
南 北,2室2厅,天河东站,中楼层/共8层,https://gz.lianjia.com/ershoufang/GZ0003385630.html,260,70平米,0,其他,禺东西路40号大院,未知年建/塔楼,精装两房 南北对流 交通方便 间隔方正
西,2室2厅,天河东站,低楼层/共27层,https://gz.lianjia.com/ershoufang/GZ0003249486.html,350,73平米,0,其他,翠雅苑,2003年建/塔楼,翠雅苑 实用方正两房
南 北,3室2厅,天河东站,中楼层/共8层,https://gz.lianjia.com/ershoufang/GZ0002853449.html,360,86.05平米,0,精装,禺东西路40号大院,未知年建/塔楼,军体院 广安楼 楼梯实用三房 安静精装
南 北,2室2厅,天河东站,中楼层/共8层,https://gz.lianjia.com/ershoufang/GZ0003844921.html,248,69.7平米,0,简装,禺东西路40号大院,未知年建/塔楼,禺东西路 实用2房 南北对流 交通方便
南 北,3室1厅,天河东站,中楼层/共12层,https://gz.lianjia.com/ershoufang/GZ0003717403.html,500,97平米,0,其他,林和西路,未知年建/塔楼,林和西路 天河计经大楼 电梯三房
东南,2室2厅,天河东站,高楼层/共30层,https://gz.lianjia.com/ershoufang/GZ0003248741.html,398,113.58平米,0,其他,保利中汇广场,2012年建/塔楼,保利中汇广场 东站旁交通方便 楼龄新
南,1室2厅,天河东站,高楼层/共30层,https://gz.lianjia.com/ershoufang/GZ0003514396.html,320,81.23平米,0,其他,保利中汇广场,2012年建/塔楼,保利中汇 高层采光 火车东站 交通便利
南,3室2厅,天河东圃,高楼层/共15层,https://gz.lianjia.com/ershoufang/GZ0003804719.html,380,91平米,0,其他,旭景家园B区,2002年建/塔楼,东圃旭景家园  高层精致三房
北,1室1厅,天河东圃,中楼层/共6层,https://gz.lianjia.com/ershoufang/GZ0003269399.html,150,40.42平米,0,简装,羊城花园,2000年建/塔楼,羊城花园 一房一厅 采光通风好
东,3室2厅,天河东圃,低楼层/共15层,https://gz.lianjia.com/ershoufang/GZ0003043867.html,360,85.37平米,0,其他,旭景家园B区,2002年建/塔楼,实用安静三房 厅出阳台 采光好
东南,3室2厅,天河东圃,中楼层/共15层,https://gz.lianjia.com/ershoufang/GZ0003230029.html,425,108平米,0,其他,旭景家园B区,2002年建/塔楼,旭景家园 精装修 东南向大三房 光线好
北,2室2厅,天河东圃,低楼层/共16层,https://gz.lianjia.com/ershoufang/GZ0003317824.html,255,64平米,0,其他,天力居,1998年建/塔楼,天力居 实用两房 格局方正
东南,3室2厅,天河东圃,低楼层/共12层,https://gz.lianjia.com/ershoufang/GZ0003336389.html,350,89.8平米,0,其他,中兴花园,1999年建/塔楼,中兴花园 精装东南三房 户型方正 采光好
南 北,3室2厅,天河东圃,中楼层/共6层,https://gz.lianjia.com/ershoufang/GZ0003237838.html,268,85.39平米,0,精装,富力花园,1999年建/塔楼,"富力花园,户型方正,中楼层,采光通风不错"
西北,3室2厅,天河东圃,中楼层/共26层,https://gz.lianjia.com/ershoufang/GZ0003264926.html,390,97平米,0,其他,盈彩美居,2003年建/塔楼,盈彩美居，漂亮三房，业主自住。
东北,3室2厅,天河东圃,中楼层/共25层,https://gz.lianjia.com/ershoufang/GZ0003671353.html,375,86.32平米,0,其他,盈彩美居,2003年建/塔楼,盈彩美居菁品园 北向三房 温馨典雅
西南,2室2厅,天河东圃,中楼层/共12层,https://gz.lianjia.com/ershoufang/GZ0003769648.html,270,73平米,0,精装,天力居,1998年建/塔楼,东圃天力居 精致两房  西南向 交通便利
南,3室2厅,天河东圃,高楼层/共11层,https://gz.lianjia.com/ershoufang/GZ0003209904.html,435,106.96平米,0,其他,旭景家园B区,2002年建/塔楼,旭景家园 精装南向大三房 光线好
南,3室2厅,天河东圃,低楼层/共23层,https://gz.lianjia.com/ershoufang/GZ0003162533.html,305,105平米,0,其他,雅怡阁,2000年建/塔楼,雅怡阁 实用舒适三房 配套完善
东南,3室2厅,天河东圃,低楼层/共25层,https://gz.lianjia.com/ershoufang/GZ0003217761.html,380,86.7平米,0,简装,盈彩美居,2003年建/塔楼,盈彩美居 东南三房 明亮视野开阔
南 北,3室2厅,天河东圃,中楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003240100.html,278,82平米,0,简装,雅怡居,2000年建/塔楼,雅怡居 三房 厅出阳台
西南,3室2厅,天河东圃,中楼层/共25层,https://gz.lianjia.com/ershoufang/GZ0003214076.html,460,101.8平米,0,精装,盈彩美居,2003年建/塔楼,盈彩美居 中高层南向房 格局方正 采光好
南,2室2厅,天河东圃,中楼层/共16层,https://gz.lianjia.com/ershoufang/GZ0003453985.html,225,55平米,0,精装,天力居,1998年建/塔楼,天力居  正规两房  2003年楼龄
东北,3室1厅,天河东圃,低楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0002849173.html,380,86平米,0,简装,城市假日园,2004年建/塔楼,城市假日园 86方正三房
南,4室2厅,天河东圃,低楼层/共12层,https://gz.lianjia.com/ershoufang/GZ0002606224.html,260,57平米,0,其他,中兴花园,1999年建/塔楼,中兴花园，采光好，新装修，格局方正
东,2室2厅,天河东圃,高楼层/共12层,https://gz.lianjia.com/ershoufang/GZ0003802449.html,330,77平米,0,其他,盈彩美居,2003年建/塔楼,盈彩美居，东向两房，视野好，格局方正
北,3室2厅,天河东圃,中楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0003493948.html,460,101.63平米,0,其他,美林湖畔花园,2005年建/塔楼,美林湖畔花园 方正大三房 安静望花园
西,3室2厅,天河东圃,中楼层/共11层,https://gz.lianjia.com/ershoufang/GZ0003126527.html,368,93平米,0,简装,盈彩美居,2003年建/塔楼,盈彩美居，方正三房望公园，光线好。
北,3室2厅,天河东圃,中楼层/共15层,https://gz.lianjia.com/ershoufang/GZ0003764335.html,323,81.85平米,0,其他,旭景家园C区,2002年建/塔楼,旭景家园 高层实用三房 温馨舒适视野好
北,2室2厅,天河东圃,高楼层/共12层,https://gz.lianjia.com/ershoufang/GZ0003324840.html,328,75平米,0,精装,盈彩美居,2003年建/塔楼,盈彩美居高层、精装修，安静望花园两房。
西南,2室2厅,天河东圃,低楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0003119946.html,335,81平米,0,精装,远洋明苑,2004年建/塔楼,远洋明苑 实用两房2厅 装修保养好
北,2室1厅,天河东圃,低楼层/共19层,https://gz.lianjia.com/ershoufang/GZ0002720597.html,350,88.78平米,0,精装,东圃广场,2002年建/塔楼,东圃广场 大两房 温馨装修 北向望花园
南,3室2厅,天河东圃,中楼层/共13层,https://gz.lianjia.com/ershoufang/GZ0003169470.html,366,105.5平米,0,精装,天雅居,1999年建/塔楼,天雅居 三房 采光通风好
南,3室2厅,天河东圃,高楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003479643.html,248,81.07平米,0,其他,富力新村,1994年建/塔楼,富力新村 安静三房 采光通风好
南,3室2厅,天河东圃,高楼层/共24层,https://gz.lianjia.com/ershoufang/GZ0003845461.html,410,89平米,0,其他,南国嘉园,2005年建/塔楼,南国嘉园苹果城 方正户型
北,2室2厅,天河东圃,低楼层/共12层,https://gz.lianjia.com/ershoufang/GZ0003255503.html,330,80平米,0,精装,盈彩美居,2003年建/塔楼,盈彩美居 两房 格局方正 采光好
北,3室2厅,天河东圃,高楼层/共15层,https://gz.lianjia.com/ershoufang/GZ0003072111.html,305,79.99平米,0,简装,旭景家园D区,2002年建/塔楼,旭景家园 正规三房 采光通风好
南,3室2厅,南沙榄核镇,中楼层/共32层,https://gz.lianjia.com/ershoufang/GZ0003588953.html,155,86平米,0,其他,凯德新玥,未知年建/塔楼,凯德新玥 南向三房 精装修
南,3室2厅,花都花东镇,低楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0003916189.html,155,93平米,0,其他,富力金港城,2012年建/塔楼,富力金港城 南向三房 精装电梯房
南,2室1厅,花都铁路西,中楼层/共17层,https://gz.lianjia.com/ershoufang/GZ0003817675.html,155,84.39平米,0,其他,豪逸名苑,未知年建/塔楼,豪逸明苑 2房出售 精装修
南,4室2厅,花都花东镇,高楼层/共11层,https://gz.lianjia.com/ershoufang/GZ0003766819.html,180,133平米,0,其他,富力金港城,2010年建/塔楼,富力金港城  南北通透 双证四房带主套
南,4室2厅,花都花东镇,高楼层/共11层,https://gz.lianjia.com/ershoufang/GZ0003766800.html,180,133平米,0,其他,富力金港城,2010年建/塔楼,富力金港城 南北通透 双证四房带主套
南,3室2厅,花都旧区,中楼层/共11层,https://gz.lianjia.com/ershoufang/GZ0003398457.html,250,99.69平米,0,简装,南航花园,2001年建/塔楼,南航花园 三房两厅
南,3室2厅,花都铁路西,中楼层/共27层,https://gz.lianjia.com/ershoufang/GZ0003614687.html,200,91.75平米,0,其他,祈福万景峰,未知年建/塔楼,祈福万景峰 南向三房出售
东南,3室1厅,花都铁路西,中楼层/共28层,https://gz.lianjia.com/ershoufang/GZ0003279779.html,238,115.45平米,0,其他,南华时代城,2010年建/塔楼,南华时代城 毛坯房 东南朝向
北,3室2厅,花都旧区,低楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0003077428.html,290,113平米,0,其他,云珠花园,2005年建/塔楼,云珠花园，北向，小区管理
南 北,4室2厅,花都铁路西,低楼层/共17层,https://gz.lianjia.com/ershoufang/GZ0002905829.html,235,148.08平米,0,其他,豪逸名苑,未知年建/塔楼,广州北站地铁口物业 安静望花园 方正四房
南,3室1厅,花都旧区,高楼层/共7层,https://gz.lianjia.com/ershoufang/GZ0003620898.html,100,78平米,0,其他,建设北路,未知年建/塔楼,花都建设北路 温馨三房 顶楼可上天台
北,2室2厅,花都花东镇,中楼层/共16层,https://gz.lianjia.com/ershoufang/GZ0003824814.html,125,84平米,0,其他,富力金港城,2013年建/塔楼,富力金港城 精装两房
南,2室2厅,花都铁路西,高楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003326516.html,165,88平米,0,其他,美域华庭,2010年建/塔楼,美域华庭 南向 精装两房
南,4室2厅,花都花东镇,低楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0003913914.html,260,170平米,0,其他,富力金港城,2012年建/塔楼,富力金港城 五房 精装修 南向
南,4室2厅,花都新区,低楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0003895274.html,248,140.4平米,0,其他,云峰学府花园学府南苑,2011年建/塔楼,学府南苑 小区环境好 格局好 南向
南,3室2厅,花都旧区,低楼层/共13层,https://gz.lianjia.com/ershoufang/GZ0003890740.html,339,119.98平米,0,其他,嘉都汇,未知年建/塔楼,嘉都汇 刚需三房 精装南向
北,2室1厅,花都铁路西,中楼层/共28层,https://gz.lianjia.com/ershoufang/GZ0003313954.html,158,75.42平米,0,其他,祈福万景峰,未知年建/塔楼,花都 祈福万景峰 高层2房
南,3室2厅,花都新区,低楼层/共16层,https://gz.lianjia.com/ershoufang/GZ0003135233.html,230,99.52平米,0,其他,豪利花园,2002年建/塔楼,毛坯 南向 3房出售
南,3室2厅,花都花东镇,低楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0003895251.html,140,92.83平米,0,其他,富力金港城,2012年建/塔楼,富力金港城 南向小3房 装修保养好
北,2室2厅,花都花东镇,高楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0003186353.html,125,80平米,0,其他,富力金港城,2012年建/塔楼,金港城二房 格局方正 采光好
东北,3室2厅,花都花东镇,低楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0003895000.html,150,95.39平米,0,其他,富力金港城,2012年建/塔楼,富力金港城精装小3房 出入口位置
北,3室2厅,花都铁路西,高楼层/共16层,https://gz.lianjia.com/ershoufang/GZ0003298097.html,192,94平米,0,其他,城央御景,2012年建/塔楼,城央御景 北向毛坯三房
南 北,3室2厅,花都旧区,中楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003626167.html,165,110平米,0,其他,朗逸居,未知年建/塔楼,朗逸居 布梯中楼层 南北向
南,2室2厅,花都铁路西,低楼层/共27层,https://gz.lianjia.com/ershoufang/GZ0003751338.html,160,77.47平米,0,其他,祈福万景峰祈福天龙苑,2014年建/塔楼,祈福天龙苑 南向 采光好
北,3室2厅,花都旧区,高楼层/共16层,https://gz.lianjia.com/ershoufang/GZ0003845719.html,225,119.26平米,0,其他,俊怡御景花园,2009年建/塔楼,建设北路215号 三房两厅
南,3室2厅,花都旧区,中楼层/共8层,https://gz.lianjia.com/ershoufang/GZ0003930302.html,144.8,96.47平米,0,其他,鸿华干部楼小区,未知年建/塔楼,透气采光足 交通便利
南 北,3室2厅,花都铁路西,低楼层/共28层,https://gz.lianjia.com/ershoufang/GZ0003626217.html,275,127.5平米,0,毛坯,南华时代城,2010年建/塔楼,南华时代城三房 低层南北向
南,3室1厅,花都旧区,中楼层/共15层,https://gz.lianjia.com/ershoufang/GZ0003766224.html,240,92.99平米,0,其他,合和新城,2011年建/塔楼,合和新城 电梯3房 交通便利
南 北,3室2厅,花都铁路西,中楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003818125.html,100,74平米,0,简装,富丽花园,2001年建/塔楼,富丽花园 南北对流三房
北,3室2厅,花都旧区,中楼层/共6层,https://gz.lianjia.com/ershoufang/GZ0003229650.html,175,145.58平米,0,其他,云山大道,未知年建/塔楼,云山大道 楼梯低层 采光好
东南,3室2厅,花都铁路西,中楼层/共12层,https://gz.lianjia.com/ershoufang/GZ0003839180.html,298,135.35平米,0,其他,保利城花园保利城五街,未知年建/板楼,保利城花园中高层3房 未用学-位急-售
东北,3室2厅,花都炭步镇,低楼层/共12层,https://gz.lianjia.com/ershoufang/GZ0003341978.html,135,87.6平米,0,其他,好美嘉园,2011年建/塔楼,好美嘉园 实用三房
南 北,4室2厅,花都铁路西,高楼层/共10层,https://gz.lianjia.com/ershoufang/GZ0002455460.html,130,109.94平米,0,其他,富丽花园,2001年建/塔楼,富丽花园4房出售
北,2室1厅,花都铁路西,中楼层/共25层,https://gz.lianjia.com/ershoufang/GZ0003342252.html,159,79.62平米,0,其他,保利城花园海德公园,未知年建/塔楼,保利城花园 2房出售
北,3室2厅,花都铁路西,低楼层/共18层,https://gz.lianjia.com/ershoufang/GZ0003065458.html,230,121.1平米,0,其他,俊怡云山御居,2012年建/塔楼,毛坯房 业主诚心出售
南 北,3室2厅,花都铁路西,中楼层/共11层,https://gz.lianjia.com/ershoufang/GZ0003000089.html,160,95平米,0,其他,风神公社,未知年建/塔楼,风神公社3室出售
南,3室2厅,花都铁路西,中楼层/共16层,https://gz.lianjia.com/ershoufang/GZ0003309823.html,235,121.63平米,0,其他,狮峰公馆,未知年建/塔楼,狮峰公馆 南向三房出售
西南,4室2厅,花都铁路西,中楼层/共12层,https://gz.lianjia.com/ershoufang/GZ0003199522.html,189.3,126.16平米,0,精装,达明阁,2010年建/塔楼,达明阁四室出售 舒适安静
南,3室1厅,花都铁路西,高楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003313997.html,100,85.23平米,0,其他,中新花园长青苑,2001年建/塔楼,中新花园  带装修
南 北,3室2厅,花都铁路西,低楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003641673.html,172,107.5平米,0,其他,嘉信华庭,2002年建/塔楼,嘉信华庭 刚需三房 格局方正
北,3室2厅,花都铁路西,中楼层/共28层,https://gz.lianjia.com/ershoufang/GZ0003280079.html,220,117平米,0,其他,祈福辉煌台,2009年建/塔楼,祈福辉煌台 电梯高层 户型方正
东北,3室2厅,花都铁路西,高楼层/共12层,https://gz.lianjia.com/ershoufang/GZ0003828756.html,170,91.45平米,0,其他,风神公社,未知年建/塔楼,风神公社3房出售
北,3室1厅,花都铁路西,中楼层/共16层,https://gz.lianjia.com/ershoufang/GZ0002826962.html,205,94平米,0,其他,城央御景,2012年建/塔楼,广州半小时生活圈，大型小区管理
南,3室2厅,花都铁路西,高楼层/共16层,https://gz.lianjia.com/ershoufang/GZ0002882967.html,215,94.62平米,0,其他,城央御景,2012年建/塔楼,城央御景 3房2厅 新装修
南,3室2厅,花都铁路西,中楼层/共17层,https://gz.lianjia.com/ershoufang/GZ0003337766.html,221.5,105.47平米,0,其他,城央御景,2012年建/塔楼,城央御景 交通便利 格局好 南向
北,3室1厅,花都铁路西,中楼层/共10层,https://gz.lianjia.com/ershoufang/GZ0003637432.html,185,119.25平米,0,毛坯,云山雅轩,2012年建/塔楼,云山雅轩 户型方正 三房出售
南,2室2厅,花都铁路西,低楼层/共28层,https://gz.lianjia.com/ershoufang/GZ0003573597.html,132,60.35平米,0,其他,祈福万景峰,未知年建/塔楼,祈福万景峰 2室出售
北,3室2厅,花都铁路西,中楼层/共17层,https://gz.lianjia.com/ershoufang/GZ0003802979.html,177,93平米,0,其他,城央御景,2012年建/塔楼,城央御景 北向毛坯三房
西南,2室2厅,花都铁路西,中楼层/共11层,https://gz.lianjia.com/ershoufang/GZ0003310804.html,160,81.78平米,0,简装,嘉逸华庭,2005年建/塔楼,嘉逸华庭 电梯2房 带装修
北,3室2厅,花都铁路西,高楼层/共28层,https://gz.lianjia.com/ershoufang/GZ0003305761.html,205,119.59平米,0,精装,祈福辉煌台,2007年建/塔楼,祈福辉煌台 北向三房
北,2室2厅,花都铁路西,高楼层/共28层,https://gz.lianjia.com/ershoufang/GZ0003237299.html,160,87平米,0,其他,祈福辉煌台,2012年建/塔楼,格局方正 交通便利 采光通风好
北,2室2厅,花都炭步镇,中楼层/共17层,https://gz.lianjia.com/ershoufang/GZ0003586821.html,115,89.81平米,0,其他,好美嘉园好美华庭,未知年建/塔楼,好美嘉园 中层两房 北向
南,3室2厅,花都炭步镇,高楼层/共9层,https://gz.lianjia.com/ershoufang/GZ0003191971.html,155,126.65平米,0,其他,好美嘉园好美华庭,未知年建/塔楼,好美华庭 一梯两户 南北对流 前后大阳台
南,5室3厅,花都炭步镇,低楼层/共11层,https://gz.lianjia.com/ershoufang/GZ0003163741.html,199,101平米,0,其他,好美嘉园好美华庭,未知年建/塔楼,好美华庭 5房复式户型
南 北,4室2厅,花都炭步镇,高楼层/共17层,https://gz.lianjia.com/ershoufang/GZ0003129107.html,180,110.69平米,0,其他,好美嘉园好美华庭,未知年建/塔楼,好美华庭 4房大户型出售
北,2室2厅,花都炭步镇,低楼层/共17层,https://gz.lianjia.com/ershoufang/GZ0003125047.html,115,89.9平米,0,其他,好美嘉园好美华庭,未知年建/塔楼,好美华庭 2室出售
